participantID,task,duration_s,n_channels,bad_channels,file_path
12,26,115.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_12\Tarea_26\12_26_1.fif
12,26,165.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_12\Tarea_26\12_26_2.fif
12,27,104.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_12\Tarea_27\12_27_1.fif
12,27,88.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_12\Tarea_27\12_27_2.fif
12,3,145.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_12\Tarea_3\12_3_1.fif
12,3,104.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_12\Tarea_3\12_3_2.fif
12,4,118.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_12\Tarea_4\12_4_1.fif
12,4,111.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_12\Tarea_4\12_4_2.fif
12,5,125.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_12\Tarea_5\12_5_1.fif
12,5,132.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_12\Tarea_5\12_5_2.fif
12,5,141.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_12\Tarea_5\12_5_3.fif
12,5,112.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_12\Tarea_5\12_5_4.fif
12,5,108.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_12\Tarea_5\12_5_5.fif
12,6,355.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_12\Tarea_6\12_6_1.fif
12,6,333.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_12\Tarea_6\12_6_2.fif
12,6,293.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_12\Tarea_6\12_6_3.fif
12,6,244.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_12\Tarea_6\12_6_4.fif
12,7,58.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_12\Tarea_7\12_7_1.fif
12,7,59.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_12\Tarea_7\12_7_2.fif
12,8,192.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_12\Tarea_8\12_8_1.fif
12,8,166.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_12\Tarea_8\12_8_2.fif
12,9,66.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_12\Tarea_9\12_9_1.fif
12,9,50.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_12\Tarea_9\12_9_2.fif
13,1,47.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_1\13_1_1.fif
13,1,53.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_1\13_1_2.fif
13,10,115.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_10\13_10_1.fif
13,10,119.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_10\13_10_2.fif
13,11,143.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_11\13_11_1.fif
13,11,136.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_11\13_11_2.fif
13,12,69.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_12\13_12_1.fif
13,12,50.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_12\13_12_2.fif
13,13,172.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_13\13_13_1.fif
13,13,128.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_13\13_13_2.fif
13,14,262.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_14\13_14_1.fif
13,14,171.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_14\13_14_2.fif
13,14,181.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_14\13_14_3.fif
13,15,255.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_15\13_15_1.fif
13,15,196.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_15\13_15_2.fif
13,16,215.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_16\13_16_1.fif
13,16,168.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_16\13_16_2.fif
13,17,292.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_17\13_17_1.fif
13,17,368.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_17\13_17_2.fif
13,18,421.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_18\13_18_1.fif
13,18,487.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_18\13_18_2.fif
13,18,276.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_18\13_18_3.fif
13,19,340.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_19\13_19_1.fif
13,19,391.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_19\13_19_2.fif
13,19,277.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_19\13_19_3.fif
13,2,92.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_2\13_2_1.fif
13,2,81.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_2\13_2_2.fif
13,20,271.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_20\13_20_1.fif
13,20,252.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_20\13_20_2.fif
13,21,240.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_21\13_21_1.fif
13,21,177.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_21\13_21_2.fif
13,22,386.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_22\13_22_1.fif
13,22,304.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_22\13_22_2.fif
13,23,100.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_23\13_23_1.fif
13,23,83.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_23\13_23_2.fif
13,24,119.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_24\13_24_1.fif
13,24,94.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_24\13_24_2.fif
13,25,126.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_25\13_25_1.fif
13,25,84.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_25\13_25_2.fif
13,26,127.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_26\13_26_1.fif
13,26,142.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_26\13_26_2.fif
13,27,111.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_27\13_27_1.fif
13,27,123.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_27\13_27_2.fif
13,3,124.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_3\13_3_1.fif
13,3,112.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_3\13_3_2.fif
13,4,161.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_4\13_4_1.fif
13,4,173.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_4\13_4_2.fif
13,5,147.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_5\13_5_1.fif
13,5,153.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_5\13_5_2.fif
13,6,317.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_6\13_6_1.fif
13,6,323.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_6\13_6_2.fif
13,7,51.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_7\13_7_1.fif
13,7,31.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_7\13_7_2.fif
13,8,254.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_8\13_8_1.fif
13,8,289.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_8\13_8_2.fif
13,9,79.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_9\13_9_1.fif
13,9,64.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_13\Tarea_9\13_9_2.fif
14,1,37.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_1\14_1_1.fif
14,1,41.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_1\14_1_2.fif
14,10,43.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_10\14_10_1.fif
14,10,46.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_10\14_10_2.fif
14,11,168.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_11\14_11_1.fif
14,11,51.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_11\14_11_2.fif
14,12,42.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_12\14_12_1.fif
14,12,23.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_12\14_12_2.fif
14,13,50.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_13\14_13_1.fif
14,13,51.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_13\14_13_2.fif
14,14,53.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_14\14_14_1.fif
14,14,66.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_14\14_14_2.fif
14,15,68.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_15\14_15_1.fif
14,15,74.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_15\14_15_2.fif
14,16,77.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_16\14_16_1.fif
14,16,61.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_16\14_16_2.fif
14,17,135.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_17\14_17_1.fif
14,17,101.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_17\14_17_2.fif
14,18,52.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_18\14_18_1.fif
14,18,113.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_18\14_18_2.fif
14,19,123.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_19\14_19_1.fif
14,19,47.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_19\14_19_2.fif
14,2,85.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_2\14_2_1.fif
14,2,59.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_2\14_2_2.fif
14,20,119.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_20\14_20_1.fif
14,20,90.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_20\14_20_2.fif
14,21,74.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_21\14_21_1.fif
14,21,140.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_21\14_21_2.fif
14,22,129.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_22\14_22_1.fif
14,22,141.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_22\14_22_2.fif
14,23,45.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_23\14_23_1.fif
14,23,54.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_23\14_23_2.fif
14,24,88.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_24\14_24_1.fif
14,24,38.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_24\14_24_2.fif
14,25,70.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_25\14_25_1.fif
14,25,81.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_25\14_25_2.fif
14,26,91.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_26\14_26_1.fif
14,26,77.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_26\14_26_2.fif
14,27,64.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_27\14_27_1.fif
14,27,71.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_27\14_27_2.fif
14,3,66.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_3\14_3_1.fif
14,3,47.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_3\14_3_2.fif
14,4,75.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_4\14_4_1.fif
14,4,86.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_4\14_4_2.fif
14,5,69.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_5\14_5_1.fif
14,5,83.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_5\14_5_2.fif
14,6,255.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_6\14_6_1.fif
14,6,112.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_6\14_6_2.fif
14,7,31.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_7\14_7_1.fif
14,7,9.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_7\14_7_2.fif
14,8,102.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_8\14_8_1.fif
14,8,106.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_8\14_8_2.fif
14,9,20.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_9\14_9_1.fif
14,9,24.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_14\Tarea_9\14_9_2.fif
15,1,29.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_15\Tarea_1\15_1_1.fif
15,1,25.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_15\Tarea_1\15_1_2.fif
15,10,120.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_15\Tarea_10\15_10_1.fif
15,10,108.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_15\Tarea_10\15_10_2.fif
15,11,145.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_15\Tarea_11\15_11_1.fif
15,11,116.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_15\Tarea_11\15_11_2.fif
15,12,57.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_15\Tarea_12\15_12_1.fif
15,12,44.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_15\Tarea_12\15_12_2.fif
15,13,106.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_15\Tarea_13\15_13_1.fif
15,13,87.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_15\Tarea_13\15_13_2.fif
15,14,196.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_15\Tarea_14\15_14_1.fif
15,14,187.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_15\Tarea_14\15_14_2.fif
15,14,167.0,128,,C:\Users\HP\Documents\GitHub\Neurociencias-2026-1\S06_proyecto\datasetp\DESTINATION\eeg_preprocesado\Sujeto_15\Tarea_14\15_14_3.fif
